Label,449.570007,453.579987,457.579987,461.589996,465.600006,469.600006,473.609985,477.619995,481.630005,485.630005,489.640015,493.649994,497.660004,501.660004,505.670013,509.679993,513.690002,517.690002,521.700012,525.710022,529.710022,533.719971,537.72998,541.73999,545.73999,549.75,553.76001,557.77002,561.77002,565.780029,569.789978,573.799988,577.799988,581.809998,585.820007,589.820007,593.830017,597.840027,601.849976,605.849976,609.859985,613.869995,617.880005,621.880005,625.890015,629.900024,633.900024,637.909973,641.919983,645.929993,649.929993,653.940002,657.950012,661.960022,665.960022,669.969971,673.97998,677.98999,681.98999,686,690.01001,694.01001,698.02002,702.030029,706.039978,710.039978,714.049988,718.059998,722.070007,726.070007,730.080017,734.090027,738.090027,742.099976,746.109985,750.119995,754.119995,758.130005,762.140015,766.150024,770.150024,774.159973,778.169983,782.179993,786.179993,790.190002,794.200012,798.200012,802.210022,806.219971,810.22998,814.22998,818.23999,822.25,826.26001,830.26001,834.27002,838.280029,842.289978,846.289978,850.299988,854.309998,858.309998,862.320007,866.330017,870.340027,874.340027,878.349976,882.359985,886.369995,890.369995,894.380005,898.390015,902.390015
Pre-exposure,0.01227068,0.01259412,0.01368525,0.01476914,0.01556724,0.0162695,0.01688099,0.01710796,0.01819927,0.01902253,0.01986317,0.01997321,0.02125783,0.02284733,0.02612145,0.0302904,0.03628624,0.04326172,0.05028253,0.0576676,0.06539113,0.07298959,0.07998163,0.08496036,0.08800054,0.08853447,0.08779611,0.08541719,0.08199864,0.0774838,0.07250986,0.06732416,0.06191411,0.05764054,0.05442968,0.05201882,0.05013601,0.04851077,0.04717665,0.04580959,0.04484036,0.0438104,0.04278172,0.04167674,0.04036868,0.03912362,0.03789565,0.03730977,0.03650715,0.03558877,0.03453801,0.0336724,0.0325648,0.03187276,0.03118145,0.030479,0.03019194,0.03075891,0.03360986,0.04171285,0.05512796,0.0730933,0.09651918,0.126016,0.1593186,0.1975229,0.2402054,0.2846904,0.3295397,0.3714052,0.4119982,0.4508787,0.4751363,0.4936079,0.5071311,0.51504,0.5201214,0.5217262,0.5199684,0.519371,0.5189053,0.5187448,0.5191832,0.5208823,0.5260004,0.5268475,0.5159495,0.5076755,0.5017601,0.4936891,0.4854888,0.4814316,0.4754601,0.476566,0.477845,0.477994,0.4780337,0.4816147,0.4801444,0.4781477,0.4756925,0.4707757,0.4711154,0.464736,0.4635172,0.4631087,0.4628499,0.4670818,0.458733,0.4345427,0.4176115,0.395109,0.3602465,0.3205483
Pre-exposure,0.004589231,0.004744525,0.00566371,0.005254751,0.005562895,0.006250588,0.007390769,0.008468145,0.008730135,0.009815474,0.01022072,0.01108461,0.01216326,0.01362977,0.01641656,0.02010914,0.02486832,0.02982054,0.03556036,0.04163547,0.04730516,0.05302751,0.05797955,0.06214036,0.06482805,0.06591402,0.0657094,0.0642361,0.06172959,0.05869339,0.0547333,0.05034172,0.04623583,0.04252959,0.03911556,0.03710425,0.03581973,0.03471873,0.03382434,0.03348136,0.03306688,0.03258479,0.03210679,0.03201267,0.03105167,0.03045755,0.02949565,0.02858344,0.02758317,0.02630344,0.02518072,0.0238847,0.02306461,0.02270181,0.02184977,0.02091475,0.02124127,0.02345864,0.02758923,0.03581946,0.04860597,0.06458914,0.08573955,0.110145,0.1386588,0.1713095,0.207197,0.2442094,0.2804727,0.3131059,0.3473988,0.3790593,0.3986924,0.4130535,0.4256345,0.4333551,0.4386686,0.4406971,0.4426261,0.4454343,0.448682,0.4526984,0.4530002,0.4541853,0.4629668,0.4656692,0.4593178,0.4563429,0.4525275,0.4481419,0.4443876,0.4398985,0.4363585,0.4333314,0.4326932,0.4297652,0.4248182,0.4245499,0.4293933,0.427983,0.4273083,0.4268628,0.4217723,0.4233421,0.4190397,0.4161395,0.4155557,0.409941,0.4046533,0.3870584,0.3667088,0.3502378,0.328542,0.3008046
Pre-exposure,0.009855837,0.01090299,0.0117209,0.01226127,0.01264262,0.01304624,0.01360063,0.01446778,0.01498715,0.0157343,0.01621041,0.01682009,0.01785203,0.02055375,0.02519891,0.03114832,0.03806181,0.04530425,0.05304253,0.06091873,0.06917375,0.07662489,0.08267366,0.08727293,0.08983421,0.09049791,0.08914959,0.08686841,0.08334117,0.07844633,0.07274651,0.06696018,0.06196352,0.05757792,0.05426181,0.05157981,0.04960651,0.04800859,0.04686941,0.04579031,0.04430769,0.04314696,0.0418847,0.0401447,0.03883059,0.03736253,0.03633755,0.03541837,0.03406552,0.03252479,0.03151593,0.03021629,0.02936561,0.02822036,0.02784977,0.02714199,0.02626932,0.02677936,0.03034199,0.03829873,0.05132353,0.06923239,0.09328171,0.1210159,0.1541259,0.1917695,0.2335236,0.2772394,0.3198342,0.3580105,0.3935055,0.4278939,0.4474418,0.4621082,0.4718877,0.4757071,0.4780309,0.4756437,0.4759097,0.4752407,0.4776736,0.4806067,0.484055,0.4888642,0.4951768,0.497426,0.4894899,0.484302,0.4768084,0.4701113,0.4637299,0.4581953,0.4555978,0.4526261,0.4580698,0.4607494,0.4638204,0.4663478,0.4677047,0.4673467,0.46961,0.4679885,0.4657019,0.4637191,0.4612101,0.4543752,0.4505569,0.4402273,0.4347815,0.4238376,0.4145003,0.3947421,0.367125,0.3210808
Pre-exposure,0.01390534,0.01482443,0.01441439,0.01518534,0.0151552,0.01545059,0.01579131,0.01594208,0.01641366,0.01677312,0.01705783,0.0175352,0.01820543,0.02011973,0.02315828,0.02677647,0.03092271,0.03645185,0.04127701,0.04678733,0.05253991,0.05789321,0.06249765,0.06614063,0.06845792,0.06945647,0.06956697,0.06782407,0.06547646,0.06231692,0.0589695,0.05538253,0.05142054,0.04807665,0.04568163,0.04370733,0.0422057,0.04105194,0.03996823,0.03949538,0.03913728,0.03827982,0.03807891,0.03777873,0.03737583,0.03698009,0.03653828,0.03590136,0.03554108,0.03509312,0.03409249,0.03297231,0.0322085,0.031679,0.03143086,0.0306847,0.02986778,0.0309057,0.03460751,0.04232036,0.05429022,0.07050905,0.09394868,0.1226219,0.156878,0.1971987,0.2417302,0.2882516,0.3363058,0.3814175,0.4255924,0.4647607,0.4894592,0.5108666,0.5266399,0.5357434,0.5434796,0.54658,0.5486541,0.5511773,0.5538421,0.5585951,0.563584,0.5671433,0.5726336,0.573483,0.5648328,0.5592147,0.5516257,0.5441496,0.5372387,0.5313513,0.5289541,0.5309787,0.5351139,0.535599,0.5371698,0.5430498,0.552117,0.559928,0.556622,0.5574762,0.5548374,0.552485,0.5489698,0.5391015,0.5335459,0.5229353,0.517372,0.5033507,0.4957639,0.4672118,0.4336841,0.3833594
Post-exposure,0.01340814,0.01530344,0.01634118,0.01705321,0.01815955,0.01890805,0.01877828,0.01973918,0.02194507,0.02520371,0.02931873,0.0352133,0.04278461,0.05241231,0.0634761,0.07655058,0.09002588,0.1039079,0.1173441,0.1299301,0.1406147,0.1512567,0.1599539,0.1667001,0.1705877,0.1726065,0.1725482,0.1709948,0.1673892,0.1626244,0.1566318,0.1504412,0.1444966,0.1392232,0.1345683,0.1304051,0.1265542,0.1235325,0.1199712,0.1168238,0.1142463,0.1117911,0.1087404,0.1053538,0.1016271,0.09719592,0.09272443,0.08793809,0.08259095,0.07667402,0.07072135,0.06488506,0.05858914,0.05321294,0.04923683,0.04746235,0.04997375,0.05719945,0.06997655,0.08771239,0.1102492,0.1347458,0.1614112,0.1879394,0.2134488,0.2362216,0.2553066,0.2704336,0.281345,0.2886316,0.2953632,0.3000141,0.3004129,0.3003084,0.2982094,0.2952785,0.2913491,0.2875339,0.2847299,0.2818868,0.2796758,0.2790848,0.2776217,0.2769288,0.276283,0.2744348,0.2700733,0.2675374,0.2629858,0.2596518,0.2553278,0.2531033,0.251812,0.2503774,0.2489886,0.2479096,0.2479358,0.2486385,0.2489904,0.2505849,0.2514658,0.2530516,0.2547697,0.2570994,0.2560019,0.2581891,0.2578717,0.2540087,0.2490486,0.2434545,0.2329111,0.2211074,0.2017898,0.1852784
Post-exposure,0.01173412,0.01327864,0.01422516,0.01532606,0.01662362,0.01803041,0.01834217,0.01990299,0.02251484,0.02628434,0.03066289,0.03613882,0.04281511,0.05038923,0.05898895,0.0681314,0.0767799,0.08534199,0.09266407,0.09878271,0.1032216,0.1077643,0.1115881,0.1141052,0.1155496,0.1158438,0.1157589,0.1146449,0.113086,0.1107073,0.1078418,0.1051253,0.1023587,0.099959,0.09765638,0.09532569,0.09362262,0.09182516,0.0901647,0.08844145,0.0869256,0.08495628,0.08318995,0.08100407,0.07898697,0.07644887,0.0740104,0.07139266,0.06824054,0.06495447,0.06181357,0.05869773,0.05572027,0.05335068,0.05204271,0.05274117,0.05596923,0.06154208,0.07008271,0.08132235,0.09528262,0.1099099,0.1257726,0.1413811,0.1571433,0.1721032,0.1852487,0.1967735,0.2070408,0.2161285,0.2256155,0.2326741,0.2360435,0.23899,0.241864,0.2432645,0.2454984,0.2464558,0.248675,0.2510862,0.2533214,0.2549345,0.2576138,0.2607335,0.2656521,0.266443,0.2639672,0.2629258,0.2614054,0.2591676,0.2566383,0.254872,0.2535713,0.2522172,0.2506523,0.2499439,0.252637,0.2557394,0.2611594,0.2634216,0.26564,0.2681244,0.2692779,0.268793,0.2695721,0.2723081,0.2688648,0.2672616,0.2602328,0.2535281,0.2443518,0.2261621,0.2095258,0.1934503
Post-exposure,0.02105837,0.02331973,0.02523412,0.02675701,0.02844561,0.02971502,0.03013511,0.03168914,0.03424597,0.03827376,0.0435343,0.05038887,0.05892516,0.06948697,0.08140108,0.09460118,0.1080823,0.1211433,0.1333136,0.143792,0.1524246,0.1607335,0.1672283,0.1721281,0.1746725,0.1753188,0.1747466,0.1727461,0.1691678,0.1646652,0.1594514,0.1535985,0.1480539,0.142611,0.1379431,0.1338942,0.1302824,0.1269671,0.1233834,0.1199775,0.1169366,0.1138671,0.1106494,0.1073245,0.1034736,0.0991113,0.09500162,0.09047266,0.08630905,0.08133828,0.07610407,0.0710857,0.0659057,0.06180904,0.05915249,0.05885339,0.06157203,0.06806705,0.07817429,0.09173393,0.1088985,0.127527,0.1478866,0.1680993,0.1873841,0.2052518,0.2202998,0.2333865,0.2435636,0.2514946,0.2589035,0.264681,0.2689043,0.2719231,0.2746594,0.2759905,0.2777022,0.2794837,0.2805403,0.281699,0.2832251,0.2840652,0.2849478,0.2860791,0.2867713,0.2870579,0.2868536,0.2857623,0.2848504,0.2831134,0.2820059,0.2819965,0.2821138,0.282038,0.2824689,0.2831988,0.284779,0.2861564,0.2858632,0.2858658,0.2851996,0.285447,0.2847095,0.2870586,0.2862967,0.2855559,0.2881684,0.2857696,0.284414,0.2795551,0.2685503,0.2579398,0.2417413,0.222152
Post-exposure,0.0357,0.03937511,0.04316814,0.04645946,0.04957755,0.0529561,0.05493031,0.05830054,0.06224479,0.06755257,0.07508461,0.08420859,0.09636741,0.1113079,0.1291744,0.1490247,0.169584,0.1898933,0.2096089,0.2272384,0.2427138,0.2563942,0.2672785,0.2754638,0.2803014,0.2823595,0.282458,0.2806367,0.276908,0.2708327,0.2632255,0.2551177,0.2468463,0.2388319,0.2319127,0.2253167,0.2198236,0.214149,0.208601,0.203255,0.1981252,0.1934578,0.1885804,0.1827314,0.1763579,0.1694564,0.162056,0.1547966,0.1469852,0.1382644,0.1285251,0.1181027,0.1076103,0.09763022,0.09012307,0.08708506,0.08916172,0.09646244,0.1097213,0.1289049,0.1532744,0.1802141,0.2070643,0.2333429,0.2573047,0.2780797,0.2939864,0.3056054,0.3137724,0.3193104,0.3229273,0.3268864,0.3275227,0.3262902,0.325161,0.3232166,0.3199325,0.317872,0.3156117,0.314092,0.3127325,0.3103016,0.3095671,0.3081183,0.3091918,0.3092792,0.3063533,0.3034046,0.2993144,0.2964557,0.2938313,0.2904891,0.2877516,0.2861011,0.2836743,0.2814353,0.2804241,0.2814894,0.282984,0.2830271,0.2823308,0.2810471,0.276842,0.2781864,0.275025,0.2747511,0.2706467,0.2666101,0.2630824,0.257617,0.2513359,0.2467622,0.2335295,0.2184633
Post-exposure,0.0357,0.03937511,0.04316814,0.04645946,0.04957755,0.0529561,0.05493031,0.05830054,0.06224479,0.06755257,0.07508461,0.08420859,0.09636741,0.1113079,0.1291744,0.1490247,0.169584,0.1898933,0.2096089,0.2272384,0.2427138,0.2563942,0.2672785,0.2754638,0.2803014,0.2823595,0.282458,0.2806367,0.276908,0.2708327,0.2632255,0.2551177,0.2468463,0.2388319,0.2319127,0.2253167,0.2198236,0.214149,0.208601,0.203255,0.1981252,0.1934578,0.1885804,0.1827314,0.1763579,0.1694564,0.162056,0.1547966,0.1469852,0.1382644,0.1285251,0.1181027,0.1076103,0.09763022,0.09012307,0.08708506,0.08916172,0.09646244,0.1097213,0.1289049,0.1532744,0.1802141,0.2070643,0.2333429,0.2573047,0.2780797,0.2939864,0.3056054,0.3137724,0.3193104,0.3229273,0.3268864,0.3275227,0.3262902,0.325161,0.3232166,0.3199325,0.317872,0.3156117,0.314092,0.3127325,0.3103016,0.3095671,0.3081183,0.3091918,0.3092792,0.3063533,0.3034046,0.2993144,0.2964557,0.2938313,0.2904891,0.2877516,0.2861011,0.2836743,0.2814353,0.2804241,0.2814894,0.282984,0.2830271,0.2823308,0.2810471,0.276842,0.2781864,0.275025,0.2747511,0.2706467,0.2666101,0.2630824,0.257617,0.2513359,0.2467622,0.2335295,0.2184633
